Hazard Type,Date & Time,District,Latitude,Longitude,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Source,Magnitude,Depth (km),Intensity,Seismic Wave Data,Aftershocks,Casualties & Injuries,Infrastructure Damage,Response & Recovery Measures
Flood,2013-12-04 12:49:24,Gilgit,35.3507,75.0387,River Flood,331.5,2007.2,2.3,"Area:46.5 sq km, Population:4465","Infrastructure:323522, Crops:8626, Livelihoods:41290",19,Evacuated:835,No,Hydrological Department Report,,,,,,,,
Flood,2013-09-02 02:23:16,Gilgit,36.2888,76.9986,Flash Flood,413.0,4878.6,1.2,"Area:39.5 sq km, Population:7932","Infrastructure:395885, Crops:235, Livelihoods:2035",15,Evacuated:4532,No,Hydrological Department Report,,,,,,,,
Flood,2013-03-31 01:51:00,Gilgit,35.9626,76.7062,River Flood,59.2,2310.3,6.8,"Area:15.0 sq km, Population:8710","Infrastructure:8322, Crops:9264, Livelihoods:43032",13,Evacuated:7789,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-12-07 16:10:58,Gilgit,35.0618,74.5332,River Flood,400.6,2098.9,2.5,"Area:44.5 sq km, Population:5557","Infrastructure:77404, Crops:4164, Livelihoods:39852",20,Evacuated:6220,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-08-20 19:48:27,Gilgit,35.7915,76.9975,Urban Flood,357.8,1210.7,1.4,"Area:36.6 sq km, Population:4695","Infrastructure:148951, Crops:745, Livelihoods:10563",21,Evacuated:2772,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-09-17 16:17:50,Gilgit,35.014,75.5542,River Flood,120.2,4247.8,8.7,"Area:16.3 sq km, Population:5595","Infrastructure:452619, Crops:9204, Livelihoods:25809",6,Evacuated:2893,No,Hydrological Department Report,,,,,,,,
Flood,2017-05-10 12:45:45,Gilgit,36.4996,76.511,Flash Flood,238.5,4465.4,3.1,"Area:44.0 sq km, Population:7796","Infrastructure:74834, Crops:6020, Livelihoods:28173",3,Evacuated:9014,No,Hydrological Department Report,,,,,,,,
Flood,2015-11-07 06:15:16,Gilgit,35.3404,75.9718,River Flood,170.7,4987.2,7.7,"Area:46.3 sq km, Population:4615","Infrastructure:23601, Crops:4195, Livelihoods:18783",21,Evacuated:9092,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-05-01 06:08:17,Gilgit,36.589,76.2167,Flash Flood,420.7,246.4,5.6,"Area:15.2 sq km, Population:7156","Infrastructure:155109, Crops:7063, Livelihoods:1260",7,Evacuated:5354,No,Hydrological Department Report,,,,,,,,
Flood,2013-03-01 01:18:43,Gilgit,35.5674,75.5656,River Flood,416.2,1208.7,3.5,"Area:13.2 sq km, Population:4116","Infrastructure:127567, Crops:9413, Livelihoods:3593",8,Evacuated:1338,No,Hydrological Department Report,,,,,,,,
Flood,2022-01-06 03:17:52,Gilgit,35.9689,75.5258,River Flood,123.3,760.5,6.7,"Area:41.2 sq km, Population:8763","Infrastructure:405701, Crops:5725, Livelihoods:14010",13,Evacuated:8701,No,Hydrological Department Report,,,,,,,,
Flood,2013-07-03 01:50:41,Gilgit,36.2311,75.188,Flash Flood,111.5,2892.1,1.0,"Area:24.2 sq km, Population:6242","Infrastructure:35335, Crops:507, Livelihoods:32741",11,Evacuated:2204,No,Hydrological Department Report,,,,,,,,
Flood,2022-04-27 05:56:00,Gilgit,36.3753,74.3801,Urban Flood,75.4,1086.3,9.7,"Area:11.8 sq km, Population:9880","Infrastructure:89757, Crops:6231, Livelihoods:5591",3,Evacuated:3646,No,Hydrological Department Report,,,,,,,,
Flood,2020-06-12 11:23:25,Gilgit,35.0023,76.4522,Flash Flood,260.8,1842.5,9.4,"Area:40.9 sq km, Population:2724","Infrastructure:249417, Crops:3152, Livelihoods:7831",24,Evacuated:5443,No,Hydrological Department Report,,,,,,,,
Flood,2021-11-01 00:17:19,Gilgit,35.3652,75.7109,Flash Flood,405.1,1099.9,4.9,"Area:20.5 sq km, Population:1035","Infrastructure:40862, Crops:2241, Livelihoods:46079",27,Evacuated:8318,No,Hydrological Department Report,,,,,,,,
Flood,2022-10-25 22:31:10,Gilgit,35.0243,76.571,Urban Flood,435.7,3502.0,3.2,"Area:48.8 sq km, Population:6314","Infrastructure:368515, Crops:1195, Livelihoods:385",8,Evacuated:4007,No,Hydrological Department Report,,,,,,,,
Flood,2013-07-10 01:44:34,Gilgit,35.529,77.0,River Flood,175.6,2492.7,5.5,"Area:48.3 sq km, Population:8504","Infrastructure:18653, Crops:7157, Livelihoods:15307",9,Evacuated:3641,No,Hydrological Department Report,,,,,,,,
Flood,2021-03-31 21:00:20,Gilgit,36.0509,76.3285,Flash Flood,395.5,662.8,6.4,"Area:12.1 sq km, Population:2927","Infrastructure:493125, Crops:1622, Livelihoods:30020",12,Evacuated:3722,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-08-20 12:23:55,Gilgit,36.0938,74.1391,Urban Flood,126.1,4389.3,6.4,"Area:25.1 sq km, Population:5053","Infrastructure:171177, Crops:4329, Livelihoods:16293",15,Evacuated:8139,No,Hydrological Department Report,,,,,,,,
Flood,2021-06-13 01:10:36,Gilgit,36.3943,76.4696,River Flood,436.3,3588.8,5.4,"Area:7.7 sq km, Population:8783","Infrastructure:88205, Crops:2626, Livelihoods:29450",13,Evacuated:7647,No,Hydrological Department Report,,,,,,,,
Flood,2015-01-06 15:16:32,Gilgit,35.452,75.5544,River Flood,151.2,3441.4,4.9,"Area:18.7 sq km, Population:3565","Infrastructure:319593, Crops:7187, Livelihoods:7422",14,Evacuated:9216,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-07-18 08:38:57,Ghizer,35.3887,76.9112,River Flood,295.4,601.7,6.0,"Area:19.5 sq km, Population:8824","Infrastructure:328666, Crops:6059, Livelihoods:47749",2,Evacuated:6419,No,Hydrological Department Report,,,,,,,,
Flood,2018-03-18 23:09:00,Ghizer,35.9119,76.6983,Flash Flood,80.3,3207.3,2.8,"Area:49.3 sq km, Population:262","Infrastructure:313202, Crops:1258, Livelihoods:8209",14,Evacuated:8876,No,Hydrological Department Report,,,,,,,,
Flood,2014-07-01 19:02:36,Ghizer,35.4637,76.0387,River Flood,91.9,2506.0,5.6,"Area:20.2 sq km, Population:687","Infrastructure:208169, Crops:7363, Livelihoods:1221",6,Evacuated:2030,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-03-17 10:33:18,Ghizer,36.421,75.004,Flash Flood,103.0,3271.3,6.3,"Area:4.0 sq km, Population:874","Infrastructure:379698, Crops:674, Livelihoods:42589",13,Evacuated:8842,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-03-05 17:30:10,Ghizer,35.3311,74.2155,Urban Flood,263.7,4885.9,7.9,"Area:13.4 sq km, Population:4979","Infrastructure:128001, Crops:6439, Livelihoods:18000",25,Evacuated:3492,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-06-09 20:10:15,Ghizer,35.4792,76.3702,Urban Flood,444.4,4171.2,2.7,"Area:18.7 sq km, Population:1975","Infrastructure:399977, Crops:9890, Livelihoods:32570",20,Evacuated:3754,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-10-18 16:57:09,Ghizer,35.2574,75.4957,River Flood,157.5,4904.9,6.8,"Area:34.5 sq km, Population:104","Infrastructure:463456, Crops:889, Livelihoods:39242",13,Evacuated:2850,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-03-18 03:32:15,Ghizer,35.7014,74.1762,Flash Flood,363.3,1768.3,6.5,"Area:38.4 sq km, Population:6087","Infrastructure:90053, Crops:3612, Livelihoods:35060",18,Evacuated:5609,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-05-05 18:01:06,Ghizer,35.7379,76.2176,Urban Flood,427.9,4965.1,3.4,"Area:32.4 sq km, Population:2083","Infrastructure:348695, Crops:2449, Livelihoods:15015",30,Evacuated:8772,No,Hydrological Department Report,,,,,,,,
Flood,2015-07-01 08:18:44,Ghizer,35.2287,75.6348,River Flood,242.1,2642.2,3.9,"Area:18.6 sq km, Population:5211","Infrastructure:331078, Crops:1721, Livelihoods:1506",24,Evacuated:3159,No,Hydrological Department Report,,,,,,,,
Flood,2019-07-30 01:37:06,Ghizer,35.8747,76.181,Urban Flood,377.0,4843.6,8.6,"Area:20.2 sq km, Population:5453","Infrastructure:173373, Crops:6736, Livelihoods:3882",25,Evacuated:3316,No,Hydrological Department Report,,,,,,,,
Flood,2021-12-18 22:47:27,Ghizer,36.5216,74.9203,Flash Flood,120.9,3454.6,9.6,"Area:15.2 sq km, Population:1442","Infrastructure:444870, Crops:4899, Livelihoods:14437",19,Evacuated:758,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-07-20 11:29:37,Ghizer,36.7477,75.82,Flash Flood,271.1,3681.8,8.5,"Area:12.7 sq km, Population:9561","Infrastructure:76437, Crops:5143, Livelihoods:35443",15,Evacuated:6843,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-10-03 07:31:07,Ghizer,35.808,74.2683,River Flood,400.4,841.5,2.3,"Area:38.8 sq km, Population:6757","Infrastructure:6120, Crops:3185, Livelihoods:14226",18,Evacuated:5837,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-07-07 00:38:50,Ghizer,36.0694,76.8782,Urban Flood,447.9,2947.5,1.5,"Area:41.4 sq km, Population:2460","Infrastructure:51614, Crops:8502, Livelihoods:47761",13,Evacuated:6071,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-12-11 19:20:59,Ghizer,36.4895,75.0431,Flash Flood,147.5,1739.6,9.3,"Area:49.1 sq km, Population:7772","Infrastructure:356556, Crops:3177, Livelihoods:33961",16,Evacuated:5254,No,Hydrological Department Report,,,,,,,,
Flood,2013-03-18 11:04:08,Ghizer,36.487,74.1381,Flash Flood,326.4,1194.9,4.9,"Area:24.1 sq km, Population:1429","Infrastructure:80989, Crops:3684, Livelihoods:47378",5,Evacuated:3040,No,Hydrological Department Report,,,,,,,,
Flood,2017-12-28 02:45:22,Ghizer,35.2754,74.5805,Urban Flood,162.5,1498.9,6.0,"Area:37.4 sq km, Population:6826","Infrastructure:139246, Crops:5058, Livelihoods:2683",6,Evacuated:1673,No,Hydrological Department Report,,,,,,,,
Flood,2020-02-21 20:50:48,Ghizer,35.9971,76.9669,Urban Flood,499.0,4092.8,1.1,"Area:34.5 sq km, Population:2090","Infrastructure:448093, Crops:6424, Livelihoods:13191",14,Evacuated:9106,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-02-01 07:39:17,Ghizer,36.1369,74.2597,Flash Flood,299.8,4177.7,4.3,"Area:31.5 sq km, Population:1651","Infrastructure:2466, Crops:3048, Livelihoods:13110",24,Evacuated:4682,No,Hydrological Department Report,,,,,,,,
Flood,2018-04-30 02:59:35,Ghizer,35.6912,75.7606,River Flood,165.9,3015.6,5.6,"Area:49.0 sq km, Population:6026","Infrastructure:254405, Crops:7514, Livelihoods:2929",15,Evacuated:517,No,Hydrological Department Report,,,,,,,,
Flood,2014-01-22 11:42:55,Ghizer,35.8447,75.2837,River Flood,57.7,2957.3,3.3,"Area:9.8 sq km, Population:324","Infrastructure:52449, Crops:7667, Livelihoods:32592",7,Evacuated:2889,No,Hydrological Department Report,,,,,,,,
Flood,2014-03-19 09:03:53,Ghizer,35.9339,75.151,River Flood,209.7,3815.2,8.4,"Area:14.0 sq km, Population:1823","Infrastructure:302053, Crops:7410, Livelihoods:10628",17,Evacuated:6674,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-11-19 23:40:34,Ghizer,36.4705,75.93,Flash Flood,271.6,1786.3,1.2,"Area:43.9 sq km, Population:5109","Infrastructure:380606, Crops:7218, Livelihoods:17365",16,Evacuated:9884,No,Hydrological Department Report,,,,,,,,
Flood,2014-08-21 06:08:56,Ghizer,35.1497,75.4264,River Flood,434.1,2165.3,4.2,"Area:31.8 sq km, Population:4765","Infrastructure:10166, Crops:2870, Livelihoods:2952",19,Evacuated:4060,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-05-14 14:46:18,Ghizer,35.0633,76.7012,Urban Flood,207.9,1747.8,3.6,"Area:24.0 sq km, Population:1447","Infrastructure:209948, Crops:234, Livelihoods:15011",27,Evacuated:779,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-06-27 09:21:17,Ghizer,36.9859,74.2387,Flash Flood,102.8,696.9,9.1,"Area:42.1 sq km, Population:8068","Infrastructure:124571, Crops:9710, Livelihoods:13287",17,Evacuated:9179,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-09-15 10:24:49,Ghizer,36.7504,75.9929,Urban Flood,305.7,4378.6,2.2,"Area:40.0 sq km, Population:5596","Infrastructure:152509, Crops:4984, Livelihoods:24011",25,Evacuated:8236,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-12-20 05:34:58,Ghizer,36.2916,76.3996,Flash Flood,124.6,1450.6,7.0,"Area:48.2 sq km, Population:4911","Infrastructure:380123, Crops:3753, Livelihoods:25315",13,Evacuated:9726,No,Hydrological Department Report,,,,,,,,
Flood,2013-06-01 07:53:54,Ghizer,35.7133,76.6159,Urban Flood,364.5,3220.7,1.9,"Area:41.7 sq km, Population:2423","Infrastructure:359222, Crops:2290, Livelihoods:34949",10,Evacuated:1656,No,Hydrological Department Report,,,,,,,,
Flood,2016-05-21 14:51:12,Ghizer,36.5481,75.9897,Flash Flood,427.5,4187.4,1.0,"Area:2.7 sq km, Population:4613","Infrastructure:458319, Crops:7264, Livelihoods:44778",21,Evacuated:1766,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-11-27 18:45:50,Ghizer,35.7342,75.4586,River Flood,97.8,298.0,2.1,"Area:4.8 sq km, Population:8030","Infrastructure:1466, Crops:3439, Livelihoods:33593",22,Evacuated:2658,No,Hydrological Department Report,,,,,,,,
Flood,2022-01-10 17:54:00,Ghizer,35.9458,76.7936,Flash Flood,110.0,343.8,2.5,"Area:39.9 sq km, Population:7703","Infrastructure:429386, Crops:3656, Livelihoods:18225",23,Evacuated:4187,No,Hydrological Department Report,,,,,,,,
Flood,2016-08-24 16:13:38,Ghizer,36.8176,75.1913,River Flood,459.5,1076.7,2.8,"Area:32.8 sq km, Population:2789","Infrastructure:375567, Crops:6914, Livelihoods:7064",19,Evacuated:401,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-06-17 22:21:55,Ghizer,36.2965,76.6713,Urban Flood,112.0,2060.6,6.1,"Area:38.2 sq km, Population:2373","Infrastructure:418330, Crops:6329, Livelihoods:26848",15,Evacuated:9941,No,Hydrological Department Report,,,,,,,,
Flood,2019-12-07 21:20:46,Ghizer,35.4602,76.0283,River Flood,161.4,1051.9,1.9,"Area:9.0 sq km, Population:9739","Infrastructure:191205, Crops:9717, Livelihoods:26866",29,Evacuated:6932,No,Hydrological Department Report,,,,,,,,
Flood,2014-02-15 07:50:20,Ghizer,36.7564,75.2902,River Flood,242.8,953.7,3.3,"Area:15.3 sq km, Population:9690","Infrastructure:442327, Crops:8852, Livelihoods:39748",14,Evacuated:1171,No,Hydrological Department Report,,,,,,,,
Flood,2015-02-19 01:25:37,Ghizer,36.7101,74.9854,River Flood,143.3,431.2,6.1,"Area:44.8 sq km, Population:4364","Infrastructure:53327, Crops:1717, Livelihoods:12403",4,Evacuated:538,No,Hydrological Department Report,,,,,,,,
Flood,2014-01-10 11:27:46,Ghizer,35.3622,74.0108,River Flood,262.7,3168.4,5.3,"Area:37.0 sq km, Population:3398","Infrastructure:53439, Crops:402, Livelihoods:48971",24,Evacuated:2889,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-04-14 12:15:40,Ghizer,36.0446,76.8759,Urban Flood,206.8,4724.9,8.5,"Area:22.0 sq km, Population:8131","Infrastructure:336369, Crops:1035, Livelihoods:1817",16,Evacuated:1305,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-08-04 11:30:14,Ghizer,35.7314,75.0438,Urban Flood,124.5,1385.6,8.0,"Area:18.8 sq km, Population:6309","Infrastructure:457491, Crops:9481, Livelihoods:44411",12,Evacuated:714,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-08-20 01:33:04,Ghizer,35.4929,74.1512,Urban Flood,73.3,4599.9,2.0,"Area:22.5 sq km, Population:3339","Infrastructure:412706, Crops:2318, Livelihoods:2823",27,Evacuated:5726,No,Hydrological Department Report,,,,,,,,
Flood,2015-07-29 02:37:46,Ghizer,36.0325,74.7335,Urban Flood,438.0,3524.3,5.4,"Area:16.8 sq km, Population:9998","Infrastructure:119863, Crops:2551, Livelihoods:41613",9,Evacuated:8097,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-07-10 19:38:34,Ghizer,36.0272,74.8245,River Flood,115.6,760.6,6.6,"Area:5.3 sq km, Population:1459","Infrastructure:311644, Crops:5435, Livelihoods:42150",3,Evacuated:5611,No,Hydrological Department Report,,,,,,,,
Flood,2020-11-27 04:05:21,Ghizer,36.3602,76.9535,Flash Flood,499.9,3349.8,1.1,"Area:25.2 sq km, Population:6355","Infrastructure:39551, Crops:687, Livelihoods:48829",16,Evacuated:8432,No,Hydrological Department Report,,,,,,,,
Flood,2017-07-22 08:06:13,Astore,36.479,76.1356,Urban Flood,107.2,1444.1,1.4,"Area:1.5 sq km, Population:8821","Infrastructure:165074, Crops:1435, Livelihoods:31971",25,Evacuated:4158,No,Hydrological Department Report,,,,,,,,
Flood,2021-01-20 15:04:13,Astore,35.7875,75.6379,Urban Flood,368.3,4026.4,3.9,"Area:30.5 sq km, Population:5799","Infrastructure:175393, Crops:4553, Livelihoods:49178",24,Evacuated:5055,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-12-26 11:54:16,Astore,36.1957,76.3809,Urban Flood,473.0,1170.2,7.2,"Area:49.0 sq km, Population:8622","Infrastructure:42105, Crops:9820, Livelihoods:45707",19,Evacuated:5401,No,Hydrological Department Report,,,,,,,,
Flood,2018-12-03 01:09:09,Astore,35.552,76.5609,Flash Flood,395.2,4541.8,8.3,"Area:24.2 sq km, Population:4173","Infrastructure:497584, Crops:7863, Livelihoods:2300",17,Evacuated:7087,No,Hydrological Department Report,,,,,,,,
Flood,2016-06-22 18:47:58,Astore,36.7796,74.3825,Flash Flood,111.6,2429.4,5.0,"Area:49.9 sq km, Population:4117","Infrastructure:380789, Crops:638, Livelihoods:46129",11,Evacuated:8549,No,Hydrological Department Report,,,,,,,,
Flood,2013-04-15 17:22:57,Astore,36.3591,76.404,Urban Flood,409.4,2240.7,3.4,"Area:16.1 sq km, Population:4768","Infrastructure:431077, Crops:3657, Livelihoods:29909",16,Evacuated:9274,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-11-21 00:39:55,Astore,36.2211,76.431,Flash Flood,475.1,2666.4,8.4,"Area:47.7 sq km, Population:6189","Infrastructure:346000, Crops:2638, Livelihoods:6389",21,Evacuated:8644,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-06-26 11:05:05,Astore,35.2945,76.4319,Urban Flood,269.0,2030.2,7.1,"Area:30.2 sq km, Population:9941","Infrastructure:231381, Crops:50, Livelihoods:17822",2,Evacuated:1301,Yes,Hydrological Department Report,,,,,,,,
Flood,2018-10-24 10:43:33,Astore,35.1459,74.7351,River Flood,439.8,4991.0,6.7,"Area:37.1 sq km, Population:6366","Infrastructure:127607, Crops:1726, Livelihoods:5178",29,Evacuated:5841,No,Hydrological Department Report,,,,,,,,
Flood,2015-08-17 21:59:37,Astore,35.6885,74.1516,Flash Flood,481.6,4594.9,3.6,"Area:22.7 sq km, Population:4566","Infrastructure:429749, Crops:6460, Livelihoods:22004",5,Evacuated:7483,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-07-25 15:37:12,Astore,36.5953,76.2748,Urban Flood,367.6,4509.5,7.0,"Area:47.6 sq km, Population:2702","Infrastructure:243674, Crops:9920, Livelihoods:22970",20,Evacuated:6174,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-11-10 20:16:45,Astore,36.3362,75.4362,Urban Flood,149.6,1395.8,8.5,"Area:45.7 sq km, Population:7634","Infrastructure:264940, Crops:3414, Livelihoods:47951",17,Evacuated:4501,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-06-18 15:42:01,Astore,35.495,75.766,River Flood,495.9,3274.5,3.5,"Area:23.4 sq km, Population:2185","Infrastructure:372284, Crops:3145, Livelihoods:18850",18,Evacuated:7070,No,Hydrological Department Report,,,,,,,,
Flood,2015-02-15 11:35:40,Astore,35.9569,75.797,River Flood,204.0,3699.7,6.0,"Area:20.0 sq km, Population:2117","Infrastructure:136260, Crops:507, Livelihoods:44211",8,Evacuated:1923,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-01-16 20:32:14,Astore,36.4814,74.8891,Urban Flood,153.4,2149.6,6.4,"Area:11.2 sq km, Population:3607","Infrastructure:114486, Crops:4043, Livelihoods:26287",6,Evacuated:3483,No,Hydrological Department Report,,,,,,,,
Flood,2017-04-06 11:46:52,Astore,36.2814,76.4628,River Flood,472.8,1382.9,4.6,"Area:47.1 sq km, Population:3816","Infrastructure:26049, Crops:746, Livelihoods:14112",12,Evacuated:9596,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-08-27 10:15:16,Astore,35.1454,74.5929,Flash Flood,358.2,2694.5,3.5,"Area:7.1 sq km, Population:6687","Infrastructure:59647, Crops:5878, Livelihoods:32414",25,Evacuated:6657,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-01-28 05:30:18,Astore,35.682,75.0876,Flash Flood,68.1,1303.1,6.9,"Area:41.3 sq km, Population:3591","Infrastructure:249813, Crops:8608, Livelihoods:28697",15,Evacuated:1007,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-12-16 01:30:47,Astore,35.3866,76.7375,River Flood,478.0,747.2,2.4,"Area:49.5 sq km, Population:5905","Infrastructure:458565, Crops:2642, Livelihoods:36099",11,Evacuated:5738,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-06-15 05:22:49,Astore,36.79,74.0215,Flash Flood,112.7,4583.3,5.9,"Area:33.0 sq km, Population:494","Infrastructure:127256, Crops:4579, Livelihoods:1170",22,Evacuated:941,No,Hydrological Department Report,,,,,,,,
Flood,2013-06-07 23:16:27,Astore,36.4332,74.0017,River Flood,363.3,4904.8,9.8,"Area:44.8 sq km, Population:3855","Infrastructure:255202, Crops:4007, Livelihoods:12902",13,Evacuated:7841,No,Hydrological Department Report,,,,,,,,
Flood,2014-01-09 16:45:45,Astore,36.4844,76.5926,River Flood,360.3,3843.5,2.0,"Area:44.1 sq km, Population:6127","Infrastructure:372444, Crops:1340, Livelihoods:17473",14,Evacuated:2904,No,Hydrological Department Report,,,,,,,,
Flood,2017-06-20 03:48:56,Astore,36.4307,74.7688,Flash Flood,287.7,2272.5,6.3,"Area:14.5 sq km, Population:8101","Infrastructure:489583, Crops:3907, Livelihoods:33109",7,Evacuated:261,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-04-27 21:57:02,Astore,36.5088,75.5988,Urban Flood,90.2,1095.1,2.7,"Area:8.7 sq km, Population:5367","Infrastructure:323227, Crops:991, Livelihoods:18611",23,Evacuated:2723,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-05-12 05:40:07,Astore,36.3069,76.7846,River Flood,314.5,679.3,9.8,"Area:38.3 sq km, Population:6900","Infrastructure:75260, Crops:8844, Livelihoods:5102",24,Evacuated:1442,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-04-03 13:53:16,Astore,36.9363,74.4806,Urban Flood,148.6,3346.8,8.0,"Area:32.0 sq km, Population:6467","Infrastructure:227193, Crops:2973, Livelihoods:3254",30,Evacuated:1294,No,Hydrological Department Report,,,,,,,,
Flood,2019-05-03 04:09:49,Astore,36.8046,74.5795,Flash Flood,176.9,3516.6,3.4,"Area:0.6 sq km, Population:2437","Infrastructure:62471, Crops:4250, Livelihoods:22752",21,Evacuated:1741,No,Hydrological Department Report,,,,,,,,
Flood,2018-01-04 12:12:24,Astore,36.4739,76.6668,Flash Flood,313.5,517.6,1.7,"Area:43.3 sq km, Population:9786","Infrastructure:333057, Crops:2860, Livelihoods:20783",20,Evacuated:7835,Yes,Hydrological Department Report,,,,,,,,
Flood,2018-04-12 06:29:55,Astore,36.1549,74.7939,Flash Flood,62.6,1704.2,6.3,"Area:37.8 sq km, Population:1698","Infrastructure:434566, Crops:7090, Livelihoods:46787",28,Evacuated:3258,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-08-15 00:18:55,Astore,35.2576,76.6258,River Flood,489.0,3885.8,4.5,"Area:32.9 sq km, Population:8644","Infrastructure:313141, Crops:9857, Livelihoods:35172",22,Evacuated:4629,No,Hydrological Department Report,,,,,,,,
Flood,2016-07-02 02:36:03,Astore,35.314,75.6813,Urban Flood,280.5,1856.7,5.4,"Area:42.2 sq km, Population:3266","Infrastructure:484036, Crops:1762, Livelihoods:39145",7,Evacuated:285,No,Hydrological Department Report,,,,,,,,
Flood,2020-02-19 14:31:24,Astore,35.8611,74.6203,River Flood,248.3,558.3,7.8,"Area:47.7 sq km, Population:4264","Infrastructure:39207, Crops:91, Livelihoods:48029",15,Evacuated:5869,Yes,Hydrological Department Report,,,,,,,,
Flood,2018-04-04 08:52:46,Astore,35.7271,75.974,River Flood,375.0,2417.5,3.3,"Area:10.7 sq km, Population:2547","Infrastructure:408476, Crops:8105, Livelihoods:45662",20,Evacuated:2992,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-11-06 19:20:03,Astore,36.6698,75.0339,Flash Flood,496.6,2240.2,7.7,"Area:40.0 sq km, Population:895","Infrastructure:342088, Crops:8017, Livelihoods:18417",8,Evacuated:685,No,Hydrological Department Report,,,,,,,,
Flood,2016-09-13 16:33:30,Astore,35.141,75.3863,River Flood,499.4,535.8,8.8,"Area:7.2 sq km, Population:394","Infrastructure:286132, Crops:7510, Livelihoods:11798",10,Evacuated:2289,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-02-10 13:09:22,Astore,36.2237,75.383,River Flood,362.6,2460.5,2.3,"Area:47.0 sq km, Population:8210","Infrastructure:333936, Crops:9922, Livelihoods:4666",17,Evacuated:1898,No,Hydrological Department Report,,,,,,,,
Flood,2015-02-12 10:14:58,Astore,36.5251,76.3828,Flash Flood,197.3,1220.8,5.2,"Area:30.3 sq km, Population:874","Infrastructure:486845, Crops:1048, Livelihoods:5889",2,Evacuated:2958,No,Hydrological Department Report,,,,,,,,
Flood,2015-02-08 14:01:55,Astore,36.3488,76.8233,Urban Flood,179.3,4125.9,2.6,"Area:36.6 sq km, Population:2802","Infrastructure:420879, Crops:9249, Livelihoods:29517",16,Evacuated:2895,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-06-26 12:54:04,Astore,36.912,74.0659,Flash Flood,239.2,2495.1,6.2,"Area:49.7 sq km, Population:9128","Infrastructure:233956, Crops:6660, Livelihoods:15583",30,Evacuated:6334,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-05-21 22:09:33,Astore,35.3258,75.2063,River Flood,310.0,819.1,2.9,"Area:26.7 sq km, Population:8713","Infrastructure:170601, Crops:4131, Livelihoods:36718",21,Evacuated:227,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-12-01 10:31:40,Astore,35.1684,74.2252,Flash Flood,64.4,2303.0,6.1,"Area:44.3 sq km, Population:3459","Infrastructure:403657, Crops:8235, Livelihoods:10109",17,Evacuated:6876,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-02-25 23:45:49,Astore,35.4766,75.2718,Urban Flood,149.0,4554.7,7.8,"Area:7.2 sq km, Population:1844","Infrastructure:348352, Crops:9044, Livelihoods:44623",5,Evacuated:3265,No,Hydrological Department Report,,,,,,,,
